text,category
"Выражаю свою искреннюю благодарность Вашему сотруднику Муравицкой Светлане. Такого внимания и искреннего желания помочь я не ожидала встретить в ПУМБ, но, благодаря таким прекрасным людям как Светлана, я изменила своё отношение к Вашему банку. Пожалуйста, цените таких сотрудников, потому что благодаря им репутация банка вырастет в сотни раз, среди обычных клиентов возникнет доверие. Благодарность за обслуживание наследника при осуществелении выплаты по ЭСКРОУ счету, по умершему клиенту (операция была без открытия счета).",Positive
"Я очень доволен работой менеджера Горлового Алексея Геннадьевича. Данный менеджер всегда и вовремя выполняет работу, напоминает мне о предстоящих вопросах. Я всегда рекомендую данного менеджера своим коллегам.",Positive
"Добрый день! Хочу выразить благодарность менеджеру отделения №1 г. Запорожье за оперативную и качественную работу 26.01.2019г. и сотрудникам головного офиса, которые рассматривали заявку на предоставление лимита на кредитную карту. Действительно, оформление и рассмотрение заняло в общей сложности не более часа. При этом, данная услуга мне очень помогла, т.к. другой банк, рассказывая о замечательной услуге рассрочки за товар, просто отказал в ней, не указывая причины и не глядя на доходы, которые были указаны. Спасибо большой команде ПУМБ. Вы лучший банк!",Positive
"Я пришла в отделение ПУМБ, чтобы оформить депозит. Меня обслуживала невероятно профессиональный менеджер Марина Стасенко. Марина подробно рассказала об условиях депозитов, помогла выбрать банковский продукт, быстро и профессионально оформила депозит, научила меня пользоваться терминалом для пополнения карты, посоветовала скачать приложение ПУМБ для мобильного счета. Приложение очень удобное, с удовольствием пользуюсь. Надеюсь, что прекрасная работа Марины всегда будет высоко оценена в банке.",Positive
"Я являюсь клиентом Вашего банка и хочу выразить благодарность за высокое качество обслуживания специалиста Дяченко Виты, которая помогла решить все мои финансовые вопросы и даже способствовала разблокированию моего счета, и вернула мои средства, о которых я даже не знал во время визита для закрытия кредита. В подарок получил Кредитную карту от Вашего Банка, за что очень благодарен.",Positive
"Хочу выразить благодарность сотрудникам отделения № 2 в Харькове, которые помогли моей маме в стрессовой ситуации отправить денежный перевод Western Union мне в Таиланд. Меня там ограбили в начале марта, и я остался без средств для существования. ",Positive
"Мое предприятие обслуживается в Киевском отделении № 33. Очень довольны! Каждый раз, когда обращаемся, любой вопрос решается оперативно, профессионально и с любовью! Приходится обращаться и в другие банки − чувствуется разница именно в отношении персонала к нам, клиентам. Радует также клиент-банк и ПУМБ всегда на высоте! Хочу выразить признательность за такую классную работу управляющей Ирине и Елене Полосенко. Удачи и процветания отделению. Будем рекомендовать вас друзьям!",Positive
"Признателен всему коллективу Черкасского отделения №2 за оказанную помощь в получении выплаты вклада, размещенного в банке «Михайловском». ",Positive
"Хочу поблагодарить ПУМБ за сервис. На все мои вопросы в Харьковском отделении №4 я получил ответ за считанные минуты. К сожалению, не смог запомнить всех, с кем имел счастье общаться. Хочу отметить Алину Гальченко за помощь в оформлении заявления. Решение неприятного вопроса превратилось в сущий пустяк.",Positive
"Очень признательна Наталье Тарасовой из отделения №1 в Херсоне за чуткость, внимание к пожилому человеку при обслуживании, душевное понимание вкладчиков, доброту и отзывчивость. Так нужно работать всем. ",Positive
"
11 марта выехал в командировку в Румынию. Ехал автобусом Черновцы-Сучава. Билет покупал посредством ресурса Busfor виртуальной картой Visa Infinite от Монобанка. На границе предъявил страховку от компании «PZU» на 30 000 евро. В связи с коронным вирусом румынских пограничников она не впечатлила даже при наличии обратного билета в этот же день. Но у меня была вторая страховка, которая доступна держателям карт Visa Signature и Visa Infinite от компани «Chubb», которая подразумевает страховые выплаты до 1 000 000 долларов США. Виртуальная карта Visa Infinite от Монобанка прошла верификацию у упомянутой выше страховой компании. У румынских пограничников отпали все вопросы. Мораль такова. Если выезжаешь за границу 3-4 раза в год есть смысл содержать премиальные карты. От меня Монобанку очередной респект!
",Positive
"
Была неприятно удивлена тем, что банк позволяет списывать со счёта клиента деньги по всем запросам терминалов на оплату проезда в общественном транспорте. Деньги списываются даже за ложные запросы, по которым на терминале высветился красный крестик и билет не был выдан!!! Так за 5 реальных поездок в транспорте я заплатила 7 раз. В банке морозятся, говорят, мы хорошие, все вопросы к перевозчикам. Получается банк НЕ ГАРАНТИРУЕТ сохранность денег клиента и позволяет их списывать по любому запросу в неограниченном количестве. Такого бардака я ещё не видела!
",Negative
"
У меня штрафы в гаи составленные коррумпированными сотрудниками полиции и судами которые их покрывают постановления полиции не соответствуют действительности да вы и сами знаете как все работает Раньше пользовался ПриватБанком исполнительная служба прислала письмо в банк счета заблокировали друг посоветовал МоноБанк при оформлении карты меня заверили что все будет хорошо в итоге все повторилось МоноБанк обманул раз обманет и два нет доверия к власти и к банкам не буду пользоваться банками вообще.
",Negative
"
Карткою Монобанк користуюсь неповний рік, подобається все, але хочеться більше логічних зручних опцій у додатку. Наприклад, щомісячні обов'язкові оплати (комуналка, інтернет моб. зв'язок) варто зробити автоматичними. Вам, певно, багато разів про це писали, але це справді +1000 до зручності і спокою клієнтів банку. Нагадування про оплату — зовсім не те(.

Коти-нагороди. Милі, але було би круто, якби їх можна було посортувати. Для прикладу: спершу (зверху) — всі отримані коти-нагороди, далі — завдання у процесі виконання, залежно від близькості цілі, і в кінці — невиконані поки завдання для отримання нагороди. Це візуально зручно. Ви ж любите, щоб так було? 

Блокування карти. Зробіть подвійне підтвердження для такої дії, будь ласка. Вкладка висить першою зверху. Це дуже зручно, правда. Але інколи, швидко гортаючи додаток, можна випадкого заблокувати карту. Так, розблокуватя її можна так само миттю, але друге нагадування — зручна штука в подібних операціях.
",Positive
"
Утром, нежданно-негаданно пришло сообщение от монобанка о том, что счёт заблокирован и необходимо связаться с исполнительной службой. Надо отдать должное службе поддержки — оперативно сообщили номер выконавчего провадження и телефон исполнителя. На этом все прелести работы с банком закончились. Тут же порезали все кредиты, которые мне были доступны. На вопрос сотруднику банка влияет ли арест моего счета на это или есть какая друга причина таких действий, внятного ответа не получил. Только то, что есть1000 причин, которые на это влияют и что это все делает программа и никто не знает почему программа приняла именно такое решение. Прям искусственный интеллект в действии. И банк ни разу не интересовала законна и правомерна ли блокировка моего счета. И что там якобы долг за нарушение правил дорожного движения на сумму в 255грн, которые я оплатил вовремя ещё в 2019 году. Из-за ошибки ментов, клиент банка превратился в неблагонадежнного мошенника. Обидно. Считал монобанк единственным нормальным банком на Украине. Ошибался
",Negative
"
Вот уже неделю жду свою футболку, заказанную за звёзды. Посылка даже не отправлена. Мелочь, но неприятно.
",Positive
"
Перекидывал деньги с карты с монобанка на карту ПриватБанка по 2 грн, делать было нечего, в один день прошло 5 платежей и потом отменяли переводы. Попросил знакомую скинуть со своей карты монобанк на мою карту ПриватБанка, тоже отменяет. Попробовал на другую карту ПриватБанка, прошло 20 раз, а дальше тоже начали отменять переводы. И монобанк и приват переводят стрелки друг на друга, что никаких лимитов на перевод денег не ставили. НО почему знакомая не может перекинуть со своей карты на мою???? думаю дело в монобанке, но говорят что с из стороны все чисто, сомневаюсь
",Negative
"
Добрый
Мошенник с ОЛХ номер карты 4868190101910687 представился Иваном взял предоплату и пропал… Его нужно обязательно заблокировать чтобы не обманывал людей и не пользовался картой монобанка…
Также вот его номер телефона 0916010090, будьте осторожны!!!
",Negative
"
Снятие депозита через кассу — это целый квест. Через приложение нужно создать заявку, вам придет код, который показываете на кассе выбранного отделения. Вроде бы все просто, но денег вам не дадут! Оказывается, что у каждого банка свои ограничения по снятию наличных, выше которых нужно заказывать сумму через горячую линию монобанка! То есть, нужно подать заявку через приложение, а потом еще звонить на горячую линию! На горячей линии нужно опять предоставить всю информацию — сумму, отделение. Бред! Зачем тогда это приложение нужно? Самое главное, что про заказ денег через горячую линию нигде не написано! Вы приходите в банк с кодом, а вам фиг! И вишенка на торте — деньги заказываются на конкретную дату на вторую половину дня, не успели забрать в этот день — на следующий день уже заявка анулируется! Нужно звонить опять и заказывать за 3 дня.
",Negative
"
Категорически не рекомендую фрилансерам и для получения SWIFT платежей. Комисия может достигать 60% от суммы. В ответ нам жаль. И все вот такие дела. Приват пока рулит.
",Negative
"
Увидел рекламу монобанк и захотел оформить карту. Оформить было легко и быстро. Удобное приложение, операции все делаются просто. Но когда первый раз обратился в поддержку через чат и задал прямой вопрос об оплате частями, получил много текста без нужного и простого ответа. Пока я сам не ответил на сам вопрос, оператор где то летал. Перевёл депозит с привата, в описании написано что возвращают комиссию через кеш бек (нет никаких но). Кеш бека никакого нет, обратился в поддержку и началось «а вы докажите, что с вас взяли комиссию». Почему я должен доказывать? Где это было написано при оформлении? Приват наверное все отправляет без комиссии… Пригласил друга оформить карту, он установил приложение но карту не активировал, прошло пол года и он говорит кинь ссылку я оформлю чтобы тебе кеш бек был, кинул и он активировал карту. Кеш бека нет) поддержке уже не пишу, понимаю что нет смысла. Надеюсь когда депозиты закончатся смогу без проблем их вывести.
",Negative
"
Понравилось оперативное получение карты. Мгнновенные транзакции без комисионных. Плата за квартиру, телефон… кешбек тоже порадовал. Кредитные не брала, пробовать нету надобности. Пока все нравиься)
",Positive
"
Мне около полугода не могу разблокировать 4000 грн.Рассказывают, что ведётся расследование. Последняя транзакция была 21.10.2019 сегодня уже 11.03.2020.На вопрос почему так долго не отвечают, думаю обращаться в НБУ.Уже достали меня
",Negative
"
Самый ужасный банк, в майле на много вопросов не отвечают.Сегодня стал свидетелем, как у друга украли с карты 20 тысяч грн и они предложили обратиться в полицию.Даже ничего не объяснили
",Negative
"
НЕ РЕКОМЕНДУЮ ЭТОТ БАНК!
Ситуация возникла 28 февраля, на карту скинули 5 тыс грн, одолжила у подруги (лучше бы съездила наличные взяла одолжила), карту заблокировали попросили документы кто, за что, почему и так далее скинул деньги, объяснила что одолжила у знакомой денег, так они мне ответили что их не интересует данная сума( 5 тыс грн) они хотят что бы я предоставила документы за сумму которая поступила мне на карту больше 2ух мес назад. Ну я опять объяснять за что, кто, почему скинул деньги на карту, и подтвердить если и могла бы чем то, то спустя два месяца уже ничего нет, переписки как они просят или еще что либо…
На сегодняшний день все что они отвечают ваши пояснения приняты и находятся на проверке, ничего что прошло уже почти 2 недели( 
Как теперь забрать деньги и попрощаться с ними не представляю(
",Negative
"
Простота обслуживания, приложение моно-банка просто радует, есть возможность ложить средства на депозит, отличный кешбэк, деньги всегда на виду! Ставлю пять звезд, другого банка с такими возможностями для клиента в Украине нет!
Желаю успехов разработчикам данного банка!
",Positive
"
Ситуация, обманули в интернете, вводом в заблуждение выдурили в парне 30 тысяч, написал в полицию и написал монобанку на оспаривание (чарджбек) сначала они отрицали это, говорили что у них чарджбек не возможен, потом как наехал на них согласились, по их запросу предоставил всю информацию, все доказательства, скрин заявления в полицию диалоги и т. д, даже написал им коды VISA (причины оспаривания) из платежной системы visa, они все приняли сказали ожидать, и тут ситуация, две недели заявка в работе, заявка на анализе у сотрудников, за это время мошейники изменили банки, закрылись и заново открылись, а у них сотрудники до сих пор «анализируют»и не предпринял до сих пор ни каких мер, в итоге уже шансов 0 (хотя я им предоставил всего в достаточном количестве, проделал даже за них их работу, указал им законы, основания для возврата платежей, и без спорные доказательства мошенничества и не законности организации) 
Итог, деньги свои я уже не верну. Отозвал заявление на оспартвание, закрыл у них счета, попрощался мысленно с деньгами. Рад что закрыл карты, и жалею что пользовался этим банком. Не ожидал от них. На секундочку, я предприниматель оборот по карте по 50-100 тысяч в месяц был в их банке
",Negative
"
Здравствуйте!

Только что оставил рекомендацию по улучшению приложения (как по мне), но этот отзыв я должен опубликовать отдельно.

У меня была ситуация, которую я расписывать не буду, смысла в этом нет, как мне кажется — вкратце — переезд. Дело в другом. Я обратился в банк с просьбой пойти мне на уступки, так как была определенная ситуация. Я хоть и оптимист, но на банк в данном вопросе не рассчитывал. Формально они могли мне отказать, и были бы правы — все просто, есть договор, и банк действует в соответствии с ним. Тем не менее, я обратился в чат. Мне сказали, что на решение уйдет время, и мне сообщат ответ. Изначально писали о двух днях, все затянулось до недели. В итоге звонит сотрудник Моно, и сообщает, что банк пошел мне, как клиенту на уступки, на что я особо не рассчитывал, как написал выше. Так вот. Я не знаю, у кого пропадают деньги, не знаю, у кого блокируют счета. У меня все нормально работает.

До этого я рассматривал очень сильно карту Форварда, так как там более высокий кэшбек, и вроде бы, если не ошибаюсь, нет комиссии при пополнении и снятии. Но после этого я фанат Монобанка.

Маленький не зачет — с опозданием приходят уведомления о поступлении средств и проведении покупок. Раньше буквально сразу же был звуковой сигнал о снятии денег, сейчас же задержка может доходить до 15-20 минут. Не знаю, может связано с большей нагрузкой, чем было ранее.

Ну а так, как написал, я ваш фанат!
",Positive
"
Здравствуйте!

Неплохо смотрится вкладка с бюджетом по картам, где по секторам разделены все траты — сколько я потратил на продукты, сколько на транспорт и тд. Но есть одно но, которое лично мне бы хотелось поправить.

Идея в чем — я стараюсь вести учет своих денег через сторонние приложения, где есть в принципе те же самые категории, только их немного больше. Каждую трату вносить не совсем удобно. Было бы круто, если при нажатии на определенную категорию будет открываться перечень со всеми тратами, которые я провел в том или ином месяце.

Например, условно у меня бюджет 1000 грн. Я захожу сейчас, и вижу — 500 грн. я потратил на продукты, и 500 грн. коммуналка. И при нажатии на «Продукты» у меня открывается полный перечень всех трат из этой категории, чтобы я мог четко понимать более детально картину.

Спасибо!
",Positive
"
В цілому чудовий додаток, дуже зручний в користуванні, проте не всі умови чітко описані. За останній тиждень стикнувся з двома проблемами про які навіть не підозрював, підтримка виявилась безпорадною.

Проблема перша.
Оплата частинами: на сайті є перелік партнерів з якими працює Монобанк. Першим стоїть Розетка, але коли намагався придбати побутову техніку з опцією оплати частинами, така опція виявилась відсутня в самій Розетці, думав акційний товар, почав шукати інші речі, не знайшов жодного продукту де можлива оплата частинами від Монобанку. Підтримка безпорадно розвела руками, перекинувши відповідальність на партнера (Розетка).

Пропозиція: Підтримка могла б поцікавитись, що їхній клієнт хоче придбати, знайти цей товар в інших партнерів, де опція частинами працює і запропонувати дану альтернативу.

Проблема друга.
Реферальна програма: запросив товариша стати клієнтом Монобанку, товариш підключився, але бонусів нікому не нарахували. Знову звернувся в підтримку, отримав відповідь, що товариш робив спробу реєстрації до цього. Щодо цього твердження маю великий сумнів по коректності роботи системи перевірки. З іншого боку товариша конвертнув сам я, а у відповідь отримав тільки вибачення і знову безпорадність.

Пропозиція: прошу зазначати ці умови на сторінці реферальної програми, також можете чітко помічати людей за яких нараховується бонуси.

Дуже неприємно отримувати такий досвід від продукту який подобався.
",Positive
"
Сегодня получала в кассе банка на ул. Щербаковского, 42 (Киев) валютный депозит. Выдали 90% изношенных и поврежденных купюр — с надписями шариковой ручкой, с чернильними печатями, с желтыми пятнами, с сильными потертостями, особенно на сгибах, а одна купюра была полностью залита коричневой жидкостью ( наверное кофе). Кассирша явно пыталась мне подсунуть эти купюры, т.к. дала сначала расписаться в квитанции о получении, а только потом выдала деньги. Я никак не ожидала этого подвоха. Обменивать поврежденные доллары отказалась — аферистка.После того, как я стала вызывать полицию, пришел како-то мужчина ( бейджика не было, наверное начальник отделения) и предложил перевести деньги на карту, а через несколько дней пообещал выдать нормальные купюры. Посмотрим… Пол года назад открывала в этом отделении депозит, несмотря на то, что сдавала хорошие купюры нового образца, кассир каждый доллар проверяла вручную, а сегодня мне пытались всунуть старые, потертые, все в пятнах и надписях тряпки.
",Negative
"
Самая последняя информация: 
«Альфа Банк» (отделения в Киеве) не способен выполнить свои обязательства и в установленный срок не возвращает валюту со счетов (текущий и карточный). 
В кассе пожимают плечами, менеджеры говорят про внутренний норматив «Т+2», хотя это противоречит условиям договора с клиентами.

У меня лично большие опасения об устойчивости данного банка в период разворачивающего кризиса и дай Бог им не оказаться «колосом на глиняных ногах»,, а клиенты не оказались в ситуации аналогичной ВТБ…
",Negative
"
Открывала счёт для ФОП и физ.лица в отделении на Р. Окіпної, 4 а. Если предпринимательскую карточку открыли быстро и никаких вопросов не было, то вторую мне открывают по сей день!!! Это с 21.02!!! Артём Кононученко абсолютно неэффективный сотрудник. Мало того, что хамит, позволяет себе кидать фразы «да чем вас эта карта не устраивает я не могу понять!!!!!», так ещё и номер телефона для получения смс не может правильно указать. По факту, о том, что в месяц нужно платить за обслуживание, если не сделал 20 транзакций, я узнала лишь при получении. К тому же, только сегодня было обнаружено, что мой номер телефона написан с ошибкой. По этому смс и не приходило. И то, мне так и не удалось понять, исправил ли ошибку ваш сотрудник. Но вернёмся к этой самой карточке. Написали мою фамилию с ошибкой — пропустили букву. Артём начал меня уверять, что это правила транслитерации и всё ок, пока не сунула ему карту под нос. 

Придя получать сегодня, оказалось, что перевыпустили не ту карту!!! Ну как так?? Что это за сотрудник, который не может ни информацию правильно указать, ни карту перевыпустить!!!

Я не желаю в дальнейшем вообще общаться с данным менеджером!!! Мало ли, что ещё он «напутает». Да и не менеджер это вовсе с таким отношением, отсутствием субординации и клиентоориентированности!!! Человек даже не может сказать нужно ли мне будет где-то подпись поставить и тд.

На мою фразу о том, что силишком долго выпускается карта, мне ответили, что это норма!!! После такого желание лишь одно — закрыть у вас все счета и больше не связываться.

Спасибо за внимание!
",Negative
"
Безпідставно кожного місяця підвищують мінімальний платіж. На гарячій лінії не можливо дізнатися кінцеву суму для закриття карти. В мобільному додатку постійно пише що такого клієнта не існує. Жахливий банк та жахливе обслуговування!!!
",Negative
"
Каждый божый день мне звонят, за кредит другого человека, обьясняя что я с ним не общаюсь и ничем не могу помочь. Так сегодня меня вообще ошарашили что передавать это мои обязанности. Ужасно, Являюсь клиентом этого банка очем жалею
",Negative
"
С утречка пораньше по пути на работу обратился в отделение по ул.Спасской, 5 за снятием средств с валютной карты — менее 150тыс. грн в эквиваленте, поэтому вполне себе рассчитывал на доступность средств в кассе если не «вот прям щаз», то хотя бы в течение дня, в худшем случае — на следующий день.
А дальше началась реальность. По поводу доступности средств текущим днем я явно размечтался, это стало ясно еще по реакции очаровательной девушки на рисепшн… а вот заметить колебания и по поводу следующего дня — было уже как-то не очень приятно.
Всего несколько кругов ада и выясняется, что валюту нужно заказывать за 3 дня, не говоря уже о том что помимо ID-карты в обязательном порядке нужно будет иметь при себе идентификационный код (да-да, тот самый что напечатан на ее обратной стороне) и прописку (а то вдруг… не знаю что, если честно). На вопрос зачем это нужно, если все клиентские данные я актуализировал всего пару недель назад получил четкий ответ — «так это было на черти-каком другом отделении… как мы можем доверять этой информации»… Занавес.
Пока ломаю себе голову над тем как именно нужно доставлять валюту в отделение практически в центре столицы чтобы это занимало 3 дня… было предположение что ползком — но нет, все равно хватает нескольких часов
 ",Negative
