text,category
"
Я не понимаю, а где аплодисменты, касательно появление услуги ОНЛАЙН ОБМЕН ВАЛЮТ? Уже как шестой день можно.
Странно, что не было новости на сайте Банка, не сообщения в Ощад24, на fb не смотрел. Так долго все ждали.
",Positive
"
Открыл депозит, в отделении сотрудница заверила, что это сделать возможно только оформив пакет платиновый + оформить карту. Что делать теперь с картой? Получить и сразу ее закрыть, или вообще не получать? Заинтересован только в депозите, не хочу отслеживать публичную оферту, в картах вообще не заинтересован.
",Positive
"
Дуже дякую дівчині, яка відкривала карту, та допомогла мені в деяких нюансах. Все чітко і ввічливо пояснила, розповіла та дала кілька порад. Свою роботу зробила швидко і якісно.
Відділення банку у місті Умань, вул. Тищика 25.
",Positive
"
Здравствуйте!

Только что оставил рекомендацию по улучшению приложения (как по мне), но этот отзыв я должен опубликовать отдельно.

У меня была ситуация, которую я расписывать не буду, смысла в этом нет, как мне кажется — вкратце — переезд. Дело в другом. Я обратился в банк с просьбой пойти мне на уступки, так как была определенная ситуация. Я хоть и оптимист, но на банк в данном вопросе не рассчитывал. Формально они могли мне отказать, и были бы правы — все просто, есть договор, и банк действует в соответствии с ним. Тем не менее, я обратился в чат. Мне сказали, что на решение уйдет время, и мне сообщат ответ. Изначально писали о двух днях, все затянулось до недели. В итоге звонит сотрудник Моно, и сообщает, что банк пошел мне, как клиенту на уступки, на что я особо не рассчитывал, как написал выше. Так вот. Я не знаю, у кого пропадают деньги, не знаю, у кого блокируют счета. У меня все нормально работает.

До этого я рассматривал очень сильно карту Форварда, так как там более высокий кэшбек, и вроде бы, если не ошибаюсь, нет комиссии при пополнении и снятии. Но после этого я фанат Монобанка.

Маленький не зачет — с опозданием приходят уведомления о поступлении средств и проведении покупок. Раньше буквально сразу же был звуковой сигнал о снятии денег, сейчас же задержка может доходить до 15-20 минут. Не знаю, может связано с большей нагрузкой, чем было ранее.

Ну а так, как написал, я ваш фанат!
",Positive
"
Могу отметить только положительные стороны. Отрицательных не заметил. Высокий уровень обслуживания. Профессиональные сотрудники. Слаженная работа коллектива. Конкурентные предложения по депозитам. Очень доволен сотрудничеством.
",Positive
 ,Positive
"
Попасть к менеджеру — надо просидеть 1-2 часа.
",Positive
"
Ще таких вибачте *** не бачила. НЕМОЖЛИВО ПРОСТО ЗАРЕЄСТРУВАТИСЯ В ІНТЕРНЕТ-БАНКІНГУ-ЦЕ ВЕРХ НЕПРОФЕСІОНАЛІЗМУ. Відкрила в травні доларовий депозит. Потім відкрила під нього доларову картку. Поповнила її пару разів, зробила деякі оплати. І для зручності вирішила зареєструватися в інтернет-банкінгу. АГА, ЗАРАЗ. Ще такого не було, виявляється? щоб зареєструватися в ньому треба мати обов'язково саме гривневий рахунок, якщо є тільки валютний, то ні. Ну, добре, в кожного банку свої причуди. Відкрила гривневий ощадний — всерівно не пускає.Дзвоню третій день — відповідь- передзвоніть завтра. Решта аспектів роботи банку не викликає нарікань.
",Positive
"
Получаю зарплату в банке. Проблем никогда небыло. Регулярно пользуюсь депозитами, которые в основном оформляю через интернет банкинг. Доверяю суммы 200+.В общем за 10 лет сотрудничества только положительный отзыв.
",Positive
"
Приват, какой-то бардак происходит в этом отделении https://privatbank.ua/map?id=ZPJ0&t=branch (пр-ктСоборний, 86
м. Запоріжжя, Україна, 69002)
02.03.2020 около 14:00
1 Касса больших сумм, находится не в отдельной комнатке, отделена только небольшой перегородкой от общего зала
2 В Кассу больших сумм общая очередь
3 Порядок обслуживания в кассе больших сумм: клиент сначала идет в обычную кассу, озвучивает операцию, сумму, и только потом идет в окошко рядом. — это специально сто бы еще больше людей узнало что клиент совершает крупную операцию??
",Positive
"
Оформил кредит 17.04.2019 года. При оформлении сказали: «У нас акция. В подарок телевизор».Сегодня (10.06.2019) был в отделении и спросил:«Как же быть с телевизором». Ответили: «Ожидайте сертификата еще нет». Почитав отзывы понял, что сертификат имеет срок годности. И понимаю, что у нас в стране обещают не только политики.
",Positive
"
Банк отличный, мне нравится
",Positive
"
Знайома продає весільну сукню…
Вивісила об’яву на OLX.
Тут їй звонить якась Ольга і представляється власницею весільного салону в Одесі. І типу вона готова купити це плаття. Але в неї оформлення як юр. Особа, тому на Приватбанк і Ощад їй не вигідно пересилати…

Ця Ольга просить карту будь якого ін… банку, щоб відправити кошти. В моєї знайомої немає інших карт, тому вона дає мою карту Альфа банка…

*Альфою я майже не користуюсь, там завжди нуль, (а кошти тримаю на їх на дохідному сейфі) і я її завжди використовую, коли якась незрозуміла ситуація і для платежів в інеті..)
Отже, Ользі відправили цей номер карти (тільки номер!), ПІБ і номер мого мобільного…

Через певний час – мене набирає якась жіночка (її номер +380637667286 і ще її номер +380637667281), представляється власницею фірми і каже що зараз зробить перевод на моє ім’я.

Пройшла година, переводу немає, а на мій номер звонить якийсь індивід (дзвінок з номеру +380 94 127 74 51), представляється представником Альфа банка і починає мене «пресингувати» і розказує, що мені терміново потрібно поповнити свою карту на суму переводу (3300 грн) і якщо я не зроблю це найближчу годину – то там комісія зросте з 1% до 5% за перевод… І як тільки я поповню, я маю перезвонити на цей їх номер і тоді вони розблокують перевод… Я прямо сказав, що ця схема мені нагадує якийсь розвод, і на тій стороні кинули слухавку…
На цьому і попрощались..)

Я тут же набрав контакт центр банка, передав їм номера телефонів і на всякий заблокував і замовив перевипуск своєї картки. Дякую Контакт-центру за оперативну консультацію і з'єднання з службою безпеки банка.

ВИСНОВКИ:
1. Перевіряйте інфу і не ведіться на заклики бігом кудись бігти і щось поповнювати…
2. Заведіть собі для банків не основний, а якийсь інший номер телефону…
3. Телефонує невідомий номер (094..)? Краще їх взагалі не брати, або просто хоча б погугліть по цьому номеру…
4. Для інтернет платежів – краще мати дебетну картку, без кредитних лімітів, і без великих грошових сум.
Здоров’я Вам і вашим фінансам)

Дякую Контакт-центру за оперативну консультацію і з'єднання з службою безпеки банка.
Чи не вперше, я позитивно здивований вашою роботою. Можете ж, якщо захочете))
",Positive
"
Поменял паспорт-книжечку на ID карту, сам принес его в банк для обновления данных. В банке хотят видеть выписку о месте регистрации, ссылаются что это требует НБУ. Но зачем же наговаривать на НБУ, если служба поддержки говорит что это только внутренняя инструкция банка. Вопросы к представителям банка. Я не менял места жительства, зачем банку эта информация? Как справляются другие банки, которые выписку не требуют, они нагло нарушают требования НБУ?)
",Positive
"
Без каких либо уведомлений на сайте банка и в интернет-банкинге закрыто отделение на Позняках в торговом центре «Алладин». Приходишь, а там аптека. Теперь возникает ряд неудобств. Дело хозяйское, но не приятно
",Positive
"
Мой муж получает в Авале зарплату, пенсию. До этого банка получал в Приват.банке. Посоветовали нам банк Аваль наши друзья, c Приватом нет никакого сравнения, в Авале все легко и доступно, в любой момент, даже ночью, c банкомата можно снять деньги, люди культурные, что не понятно всегда помогут. Мы очень довольны этим банком, Райффайзен Банк находится на 1 месте, среди всех банков. Спасибо!
",Positive
"
Кредобанк оновив сайт, але тепер всі старі посилання з google ведуть на головну сторінку нового сайту.
",Positive
"
Маю зарплатну картку банку близько 7 років. Банк мене влаштовує. Не планую змінювати його. Зручно сплачувати комунальні платежі через Raifeisen onlain. Щомісячний платіж становить 11 грн. Не подобаються мені тут курс валют, задорого. Але картка мене приємно здивувала при розрахунках нею в Польщі та Росії! Я спокійно сплачувала покупки: недорого злотий, а за російський рубль стягувало щось дрібницю! Зараз замовила пакет «оптимальний» + дві безкоштовні картки для міжнародних розрахунків. Тепер я зможу на Польщу та Росію робити безкоштовні перекази! Адже вестерн в Польщу коштує дорого! А я люблю економити свої гроші. Рахунок «оптимальний» виходить безкоштовно, якщо карткою здійснюєш не менше 10 платежів щомісяця. Я їх роблю більше 10, адже багато операцій роблю онлайн. Приємним бонусом є милі вітання до дня народження та нового року. До дня народження банк пропонує завжди зручні пропозиції, у 2014 році я такою кредитною пропозицією скористалася. Кредитний ліміт погасила і без проблем закрила його через систему банкінг онлайн.
",Positive
"
За моїми спостереженнями відділення, де я обслуговуюсь, вирізняється з-поміж інших найвищою концентрацією працівниць на одиницю площі банківської установи. Але суха статистика не відображає головного – це не просто працівниці, а дуже гарні і вродливі співробітниці з чарівними посмішками і вишуканими манерами. Завітайте до них і переконайтесь, що наші українки найкращі у світі! Не варто позбавляти себе приємних хвилин у розмові з такими красунями! Мова йде не лише про перегляд відсотків за кредитами чи депозитами, але й про таку «розкіш» сьогодення як радість приємного спілкування…
",Positive
"
Хочу выразить свою благодарность оператору онлайн-чата под именем Денис. Случайным образом система меня соединила с опытным оператором. Побольше бы таких ответственных профессионалов, знающих и любящих свою работу.
",Positive
"
Я не брал кредитов, и кто дал номер я не знаю, вас по судам буду таскать за то что Угрожаете и звоните по ночам
 ",Positive
"
10.07.2019 была осуществлена «Операція купівлі в торгово-сервісній мережі » (покупка услуг) картой 5366*****0365
на сумму 16,3 тыс. грн. По состоянию на 12.07. сумма уже была списана со счёта 2620. Но к текущему моменту до сих пор нет начисленного сashback (в размере 1% чистыми). Почему и когда конкретно он будет начислен?

P.S. Картой ТасКома расчитался именно из-за кешбека (чем обеспечил interchange fee именно ТасКом'у, а не любому другому эмитенту, чьими картами я также пользуюсь.)
",Positive
"
Зашло на счет 9441 грн и через несколько часов снялось два раза по 9441 грн. Ну ладно, похоже на какой-то глюк в ПО, звоню на горячую линию — толку ноль — что произошло не знают, обещают разобраться… когда нибудь. Профессионалы… Справедливости ради до этого 4 года все было норм.
",Positive
"
Сколько пользуюсь услугами банка Приват, никогда не была разочарована, пожалуй не смотря на некоторые плохие отзывы, я таки скажу: это очень хороший банк, и обслуживание тоже самое хорошее! Так что не задумывайтесь, Приват самый надежный!!!
",Positive
"
Для проведения обычных кассовых операций в кассе Универсал Банка, Монобанк требует для идентификации своего действующего клиента два документа, вместо одного. Теперь, для того, чтобы идентифицировать своего клиента, им недостаточно паспорта клиента, карты клиента, программы в смартфоне. Для проведения кассовой операции выдачи наличных со счета, теперь им _необходимо и обязательно_ предоставить также справку ИНН.

Об этом сообщил оператор в Телеграм саппорте МОНО банка. Я попросил предоставить нормативные акты, которые утвердили недостаточность для идентификации личности обычного паспорта Гражданина Украины. Саппорт сообщил, что их у них нет. Я попросил уточнить у Юридического отдела и дать ответ клиенту. Ответа — нет.

Резюме: в МОНО банке теперь свои правила, отличные от Законов Украины. Теперь паспорт Гражданина Украины — недостаточный документ для идентификации своего клиента при кассовых операциях.
",Positive
"
Маю досвід у обслуговуванні у банках, але Таскомбанк мене приємно здивував, гарне відношення, навіть не відношення, а піклування про клієнтів, завжди порадять і допоможуть, все чітко і зрозуміло, дякую вам за все.Побільше вам вдячних клієнтів))
",Positive
"
Обращалась в отделение этого банка на улице Канатной (г. Одесса) для оформления платежной карты. Оформила себе Mastercard World, именно эту выбрала из-за того что тут есть услуга FastLine. И в целом условия по карте мне понравились. Бонусная программа есть, разные акции. 
Карту мне оформили достаточно быстро. Рассказали про нее подробно. Поэтому самим обслуживанием я довольна. И карта нравится, удобно ей расплачиваться. Первые впечатления пока хорошие.
",Positive
"
хто з фіз осіб розміщував, або розміщює валютні овдп? є такі особи? мені потрібно знати подробиці розміщення овдп в укргазбанку.
",Positive
"
Очень благодарен данному отделению банка и особенно старшему специалисту Наталье Шелудько за оперативность, профессионализм и отличной ориентированностью в продуктах и услугах банках. Приехав уже под закрытие, я смог снять депозит в валюте и обменять его на гривну не заказывав за день до этого нужную сумму, но самое главное то, что мне в этот же день необходимо было совершить межбанковский перевод и к сожалению, межбанковские переводы осуществляются до 16:45, а время было уже 17:25, но войдя в мое положения Наталия совершила тысячу звонков и операций, чтоб согласовать с руководством мой перевод, приятно удивило, что она боролась за мою проблему как за свою жизнь, и в итоге под закрытие банка удалось согласовать перевод при этом еще и по низкой комиссии. Желаю успехов данному банку, а Наталье Шелудько большого карьерного роста!
",Positive
"
Звернувся на відділення для отримання кредиту. Моя заявка CL-184522. Після тривалого очікування я отримав дзвінок від менеджера зі звісткою — максимальна сума кредита зрізана до 100 000грн, при бажаній сумі 300 000. Причиною відмови мені не повідомили, наявних проблем для зрізання суми немає. При зверненні на відділення для вияснення причини — мені відмовили повторно. Перебуваючи на відділення я почув розмову працівників банку з кимось, і основні слова їхні були — кредит погоджено! но через Гребенкину Тетяну видача кредиту неможлива. 
Завдяки пані Тетяні я отримав кредит в іншому банку, без проблем та ще з меншим платежем.
",Positive
