text,category
"
В цілому чудовий додаток, дуже зручний в користуванні, проте не всі умови чітко описані. За останній тиждень стикнувся з двома проблемами про які навіть не підозрював, підтримка виявилась безпорадною.

Проблема перша.
Оплата частинами: на сайті є перелік партнерів з якими працює Монобанк. Першим стоїть Розетка, але коли намагався придбати побутову техніку з опцією оплати частинами, така опція виявилась відсутня в самій Розетці, думав акційний товар, почав шукати інші речі, не знайшов жодного продукту де можлива оплата частинами від Монобанку. Підтримка безпорадно розвела руками, перекинувши відповідальність на партнера (Розетка).

Пропозиція: Підтримка могла б поцікавитись, що їхній клієнт хоче придбати, знайти цей товар в інших партнерів, де опція частинами працює і запропонувати дану альтернативу.

Проблема друга.
Реферальна програма: запросив товариша стати клієнтом Монобанку, товариш підключився, але бонусів нікому не нарахували. Знову звернувся в підтримку, отримав відповідь, що товариш робив спробу реєстрації до цього. Щодо цього твердження маю великий сумнів по коректності роботи системи перевірки. З іншого боку товариша конвертнув сам я, а у відповідь отримав тільки вибачення і знову безпорадність.

Пропозиція: прошу зазначати ці умови на сторінці реферальної програми, також можете чітко помічати людей за яких нараховується бонуси.

Дуже неприємно отримувати такий досвід від продукту який подобався.
",Positive
"
Історія про те, як банк списав кошти, яких не існувало, а тепер просить їх повернути, з відсотками.
На початку липня 2019 року оформив картку, з лімітом 2500 грн.
Протягом місяця користувався, було дуже зручно.
30.07.2019 приходить повідомлення від банку, що на рахунки накладено арешт (на видаткові операції) через виконавче провадження. 
Я знав про ВП, тому не здивувався.
31.07.19 зміна ліміту по розстрочці — 0 грн.
23.08.19 встановлено новий кредитний ліміт — 2300 грн.
06.10.19 встановлено новий кредитний ліміт — 20 грн.
29.11.19 встановлено новий кредитний ліміт — 0 грн.
За цей період я спокійно погасив заборгованість по картці, погасив нараховані відсотки за користування кредитним лімітом.
Станом на початок грудня 2019 року на картці було 3,14 грн. всласних коштів і нульовий кредитний ліміт. Це підтверджується випискою з карти.
І я взагалі забув про цю картку.
Але 24 грудня у додатку приходить смс, що на вимогу приватного виконавця з моєї карти були списані 2669 грн. І баланс по карті став — 2665,86 грн.
Зразу набрав службу підтримки, подав заяву на розгляд.
Мені пояснили, що після накладання арешту на рахунок у липні, всі кошти, якими я поповнював картку, зараховувались на якійсь окремий рахунок, і не враховувались для погашення кредиту.
І тому банк їх перерахував згідно з вимогою прив.виконавця.
Мені порадили розбиратися з виконавцем.
Питання полягає в наступному: якщо кошти, покладені на картку в період з серпня по листопад 2019 року, не були зараховані для погашення кредиту, то чому банк мене про це не повідомляв?
У січні 2020 року прислали письмову відповідь, що вважають, що банк зробив все вірно.
А також 10 січня 2020 року банком було надано спеціальний рахунок, куди треба зараховувати кошти для погашення.
Друге питання: якщо з серпня місяця борг по картці і арешт, то чому тільки у січні 2020 року надано спец.рахунок для погашення?
Пишу повторну заяву з додаванням виписок про рух коштів і залишок на рахунку.
Якщо б банк списав би 3, 14 грн. моїх власних коштів по вимозі, то не було б ніяких питань.
Але вони списали суму, якої не існувало на той момент на картці.
Тобто банк зробив мене своїм боржником.
А в цей час нараховуються відсотки на списану суму.
Починають дзвонити з кол-центру з проханням погасити заборгованість.
Моя відповідь — НІ, бо я не брав цих коштів.
Питаю, щодо мого повторного письмового звернення: воно в роботі на самому вищому рівні. Ви погасіть борг, ми потім розберемося і повернемо вам ці кошти.

На сьогоднішній день маємо два письмові звернення бо банку, але очевидні факти банком у їхніх відповідях проігноровані.
25 лютого 2020 року подав третє звернення до Моно банку через відділення Юніверсал банк. Де розписав все по датам і надав копії їх власних виписок.
Декілька разів дзвонив на кол-центр: ще розглядають, очікуйте.
Зараз на карті мінус 3212,90 грн. 
Це списана сума і відсотки+ штрафи за два місяці.
Чекаю, що відповість банк в черговий раз.
",Negative
"
Если без отделений, значит без касс. Остаётся сайт. На сайте нигде не прочитать, как просто-напросто положить на депозит наличные деньги в течение 1 часа, ну, пусть двух, пусть трёх… 
Кроме ничего не говорящей надписи: 
… «Обрати зручний спосіб внесення коштів» — никакой другой текстовой информации для принятия решения нет. А это не информация, из которой можно что-то понять. Так нельзя.
 ",Negative
"
Я подала документы для карты через приложение, жду подтверждения уже неделю. С чем это может быть связано или как отменить запрос ??(еще не исполнилось 16)
",Negative
"
Здравствуйте.

Столкнулся с проблемой: на кассе Ашан и Сильпо карта Монобанк не принимается терминалом. 

То есть из трёх попыток рассчитаться — все попытки неудачно. Деньги на карте есть. Терминалы магазинов выдают ошибку. 

Горячая линия сегодня сказала что это стечение обстоятельств. Что карта работает и платить можно. Но по факту рассчитаться нельзя. 

Очень неприятная что такая лажа с картой Монобанк. 
Если что — номер карты — последние цифры — 1942.

Если кто-то компетентный из Монобанк читает этот отзыв — пожалуйста помогите!!!
",Negative
"
У меня закончился депозит в монобанке, решил переоформить. Захожу на вкладку пролонгировать, выдает 16,5 % на год, мне надо было на три месяца, переставляю на три месяца показывает 16 % годовых, нажимаю продолжить, на следующей вкладке мне подтверждают, что на три месяца под 16 %, меня конечно это устраивает (вклад пролонгировался 06 марта 2020 г.), потом просмотреть договор и там мелким шрифтом процентная ставка 13%!!!, я в непонятках возвращаюсь в предыдущую вкладку и о чудо там уже указаны значительно меньшие процентные ставки, чем мне были показаны первоначально. Хотелось бы верить, что это незамеченный баг в приложении, а не целенаправленная политика банка по одурачиванию своих клиентов.
",Negative
"
Доброго дня, використовую карту монобанку вже більше 4 місяців, ніяких проблем не було, вирішив допомогти другу переказати кошти з його зарубіжної карти оскільки він не знав як це зробити запропонував зробити цю операцію за невелику нагороду, я згодився, після успішного переказу через 2 години мою карту заблокували пояснивши це тим що кошти які поступили на мою карту не мають документального підтвердження, попросили надати документи які підтверджують надходження коштів, усе надав, пояснив ситуацію, сказали чекати відповіді від банку-емітенту, чекаю, уже четвертий день, нікому не рекомендую цей банк(((
",Negative
"
ИМХО, лучший банк. Удобно, хорошие условия по кредитной карте, спасибо за белую дебетовую. Саппорт в мессенджерах отвечает быстро (и в Вайбер, и в Телеграмм), и дозвониться — не вопрос. Классные стикеры с монокотом, вот поздравили с 8 марта тоже прикольно. Приятно и комфортно. Пополняю телефон, коммуналка, снимаю деньги, перевожу на карты другим. Пока очень довольна, тьфу-тьфу, чтобы не сглазить.
Были бы ещё карты для соцвыплат — перешла бы на обслуживание полностью.
",Positive
"
Спробував переказати долари зі свого валютного рахунку Монобанку на валютний Монобанк-рахунок іншої особи з моєї родини. Замість $101 пропонувалося зарахувати $99.17. Це відносно невелика комісія або втрата на конвертації, але на великих сумах буде дуже відчутно. Пов'язано було з тим, що курс конвертації вибирається різний для відправника та отримувача переказу.

Дякую службі підтримці банку, з вами приємно спілкуватися і ви завжди відповідаєте на мої питання та вирішуєте мої проблеми!

Відповідь банку:
«При цьому, сам переказ буде проводити в гривні (буде конвертація за меншим курсом в пропозиціях), і коли сума поступить на інший рахунок, він буде відправлений повідомленням про пропозицію отримати гроші на карту у валюті або на карту в гривні.
При виборі зарахувань суми на карту у валюті, буде вироблятися автоматична покупка валюти за більшою ціною в пропозиціях.
При виборі зачислені суми на карту в гривні, сума переказу виступає на гривневий рахунок.»

На жаль, після цього прес-релізу щось змінилося або не вдалося реалізувати валютні перекази на 100% без комісії:
https://minfin.com.ua/ua/2019/03/12/37042094
",Positive
"
1 марта пересекал украинско-польскую границу и в Дюти Фри решил осуществить покупку. Платеж по карте был сразу отклонен и в приложении пришло уведомление, что если хотите совершить покупку подтвердите свое намерение нажав «Разрешить следующий». Через секунду оплата по карте прошла и в приложении пришло сообщение «Добро пожаловать в Польшу» с указанием курса гривны к местной валюте. По мере того, как двигался в глубь Европы — пересекал административные границы других государств банк мне присылал сообщения в приложении о том, что въехал в другую страну и что курс гривны к местной валюте такой-то. Отдам должное системе безопасности и своевременному информированию за такой сервис. За рубежом по карте Монобанка совершил десяток платежей и все они прошли без проблем в отличии от Приватбанка. На Букиг.ком хотел оплатить отель и платеж был отклонен. Перебросил недостающую сумму на карту Моно и платеж был моментально осуществлен. В завершение скажу, что сервисом очень доволен.
",Positive
"
Безпідставно кожного місяця підвищують мінімальний платіж. На гарячій лінії не можливо дізнатися кінцеву суму для закриття карти. В мобільному додатку постійно пише що такого клієнта не існує. Жахливий банк та жахливе обслуговування!!!
",Negative
"
Каждый божый день мне звонят, за кредит другого человека, обьясняя что я с ним не общаюсь и ничем не могу помочь. Так сегодня меня вообще ошарашили что передавать это мои обязанности. Ужасно, Являюсь клиентом этого банка очем жалею
",Negative
"
С утречка пораньше по пути на работу обратился в отделение по ул.Спасской, 5 за снятием средств с валютной карты — менее 150тыс. грн в эквиваленте, поэтому вполне себе рассчитывал на доступность средств в кассе если не «вот прям щаз», то хотя бы в течение дня, в худшем случае — на следующий день.
А дальше началась реальность. По поводу доступности средств текущим днем я явно размечтался, это стало ясно еще по реакции очаровательной девушки на рисепшн… а вот заметить колебания и по поводу следующего дня — было уже как-то не очень приятно.
Всего несколько кругов ада и выясняется, что валюту нужно заказывать за 3 дня, не говоря уже о том что помимо ID-карты в обязательном порядке нужно будет иметь при себе идентификационный код (да-да, тот самый что напечатан на ее обратной стороне) и прописку (а то вдруг… не знаю что, если честно). На вопрос зачем это нужно, если все клиентские данные я актуализировал всего пару недель назад получил четкий ответ — «так это было на черти-каком другом отделении… как мы можем доверять этой информации»… Занавес.
Пока ломаю себе голову над тем как именно нужно доставлять валюту в отделение практически в центре столицы чтобы это занимало 3 дня… было предположение что ползком — но нет, все равно хватает нескольких часов
",Negative
"
Сьогодні була не приємно здивована.
Зайшовши на карту зрозуміла що з неї зняли всі кошти. Хоча жодного підвердження операціїї я не давала.
В підтримці сказали ми нічого не знаємо, пишіть заяву і можливо вам повернуть.
Як з мєї карти без мого підтвердження було знято більше 2000 тисяч гривень!?
Я обурена, все що запропонували, це перевипустити карту та заблокувати теперішню.
Не пояснили, як могло статись що кошти було знято, невже можна і без підтвердження вже обнуляти карту? А якби у мене там більше коштів було? Це жах, я перейшла до вас з Привату з надією на кращий сервіс, але ж не тут то було!
Якщо ви оформлюєте карту, будьте готові що з неї без вашого відому можуть зняти усі гроші.
",Negative
"
Сегодня 12.03.2020г. в отделении Альфа-банк, по адресу г.Харьков, 
пр-т. Гагарина, 244, я погашал ежемесячный платеж по кредиту, в размере 3000 грн. (три тысячи гривен) через банкомат № 3485. После внесения денег, банкомат завис, выключился и перезагрузился. Чек об оплате банкомат мне не выдал. На вопрос — прошел платеж или нет, сотрудники банка дать ответ не смогли. Сотрудница отделения банка Абрамова должность директора отделения (должность со слов подчиненных) сказала звонить на горячую линию и решать сложившуюся проблему с «ними» На горячей линии так же ответа мне не дали, а посоветовали написать обращение. В своём обращении я указал суть сложившейся ситуации, поставил дату и подпись. Мне выдали копию этого обращения. Чек об оплате выдан не был, смс оповещение о том, что оплата прошла мне так же не прислали. На руках только копия обращения. Со скандалом еле добился подписи и печати выше указанной Абрамовой на этой копии обращения. Так как кроме обращения напечатанного на принтере у меня больше нет никаких доказательств об оплате. В дальнейшем, пользоваться услугами и сотрудничать с Альфа Банк само собой не буду. В течении суток буду вынужден обратиться в органы внутренних дел, а так же суд по факту мошенничества, так как моими средствами завладели не законно.
",Negative
"
приходилось несколько раз заходить в отделение на Сагайдачного. большое отделение, куча специалистов. а обслуживают 2-3 человека. все остальные для витрины. разговаривают с одолжением. ожидание по кассе не меньше 20 минут :((
",Negative
"
До 28.02 був встановлений ліміт на кредитній карті 9500. Я користуюсь цією картою у мене ніколи не було прострочок, тому мені Альфа постійно підвищував ліміт.28.02 мені надійшло смс, що ліміт збільшено до 10500 грн. 
Я зайшла, подивилась чи є якийсь + на карті, на карті цієї різниці не було. 
29.02 я зайшла в Май Альфа і сказати здивувавлась це нічого не сказати.
«Мінімальний платіж по карті до 4.03 
10322 грн.», притому, що мінімальний платіж і навіть більше я заплатила 14.02. Почала писати в чат, це просто жах, дочекатися представника, який може написати хоч щось толкове НЕРЕАЛЬНО. МЕНІ сказали, що у мене прострочена заборгованість, бо дивились на той же мінімальний платіж, в упор не бачучи сам ліміт на карті 9500 ( цю 1000 так мені і не додали). Прийшла в банк, написала заяву, що сума значно більша ніж сам ліміт. Заявку приняли. На наступни день «Ваша карта заблокована сплатіть мінімальний платіж 89 грн.) я заплатила 150, карту не розблокували. Натомість почали нараховувати відсотки штрафи і відправляти смс, сплатіть мін.платіж. пишу в чат. Почекайте цим 150 грн має розприділитись по рахунку, на момент 7.03 мінімальний платіж став 532 грн., карта так і не розблокована. питаю чому? На якій підставі. Мені кажуть у Вас несанкціоноване використання ліміту сума вища за ліміт на карті. Питаю, як я могла використовувати, якщо КАРТА ВІД 1.03 ЗАБЛОКОВАНА, до 1.03 мала б мати ще там кошти в + близько 100 грн, + додала 150, а зараз пише -64 грн і сплатіть мінімальний платіж 532 грн.
ЧОМУ Ви блокуєте мені карту, якщо там коштів 0 (хоча Ви їх просто нагло покрали у мене, я навіть не знаю скільки), то як мені користуватись картою, певно, що я маю туди закинути гроші.
Скажіть, шановний Альфа, що буде після того, як я закинуну цих 540 грн. Чи не спишете Ви ще кудись їх, що буде якщо я закинину 10600 ( як Ви кажете це сума до закриття, хай буде жріть) чи закриєте Ви мені нарешті договір.Чи можу я взагалі, щось платити, якщо карта Заблокована. Це справжнє шахрайство. Звинуватили в прострочці посписували „лєві“ відсотки ніза що і ще й причина, несанкціоноване перевищення ліміту, блін з заблокованою картою. 
Представники банку не розуміють самі, що робиться.
",Negative
"
Ранее обслуживалась в Альфа банке и всегда считала его одним из лучших, но попав в нынешнюю ситауцию у меня даже слов нет… Месяц назад оформила кредит, карту привез курьер.При попытке активировать пин, мне сообщили, что счет аристован ГИС.Мало того, что это оплаченный пенсионный фонд в 2014году(налоговые службы аресты накладывает, а в известность ставить не обязательно ), еще и процесс снятия ареста вымотал все нервную систему.Но и это оказалось не последним препядствием.Обращалась ранее на горячую линию с вопросом, когда снимают арест с счета, ответили: в течении 2 часов после получения банком письма из ГИС. Спасибо сотруднице банка, которая проявила всевозможную помощь в решении этого вопроса, остальным сотрудникам с которыми пришлось общаться, по моему вообще все равно.Сегодня меня попросили отвезти уведомление в ГИС, это тоже сделали.Вернувшись в отделение продолжились попытки разблокировки счета.Сотрудник банка обратилась к работнику отдела по снятию ареста, почему то на вопрос, когда снимут арест сообщила через 7 дней, апеллируя каким то законом.В регламенте банка вообще сроки не указаны, на горячей линии 2 часа сроки.Хотела бы как то решить этот вопрос, в других банках это делают максимум на следующий день!!! Повторяюсь, на счету кредит по которому у меня перед банком обязательства платить проценты, которого до сих пор ни кто не видел, прошел месяц после оформления.Или сотрудникам отдела по снятию ареста не до работы…
",Negative
"
Уж не думал что буду писать гневные отзывы о банке, которым пользовался не один год и считал что обслуживание в нем на надлежащем на уровне. Моя долгоиграющая история:

1.03.2020 Решил перевести часть денег со своей зарплатной карты Альфабанка на карту Привата. Сумма перевода 14 и 10 тыс грн. Первый платеж проходит, второй-нет. Ладно, думаю, потом переведу. Пока на жизнь и столько хватит…
Наступила рабочая неделя, в переполненном метро при оплате проезда получаю по ногам от турникета, понимаю что с картой — что-то не так…
Звонок на линию поддержки.Рассказываю свою ситуацию, спрашиваю что с моей картой. Начинается «викторина» от контакт центра, кодовое слово, дата рождения итд… в панике я забыл кодовое слово, на что получаю ответ о невозможности предоставления мне информации. 
На следующий день через MyAlfabank меняю кодовое слово, карта в списке карт значится как активная. Снова звоню на линию поддержки. Мне отвечают что карта заблокирована службой безопасности т.к моя операция вызвала подозрение. Давайте разблокируем… Начинают задавать вопросы, кодовое слово я изменил, теперь его знаю. Дата рождения, номер карты, кодовое слово, последняя удачная операция… но опять со слов службы поддержки я не правильно отвечаю. Спрашиваю, на какой вопрос — извините перезвоните через 24 часа. 
Терпение начинает заканчиваться т.к. на карте лежать деньги за которые мне нужно жить, при том что еще 
родился ребенок.
Тем временем настало 7.03.20. Иду в отделение банка на Хрещатике, рассказываю ситуацию:
— Хрен с вашей картой, закройте ее, выдайте деньги с расчетного счета в кассе, вот я, а вот мой паспорт.
— Извините, но мы не можем этого сделать т.к карта заблокирована к тому же вы не заказывали деньги (сумма 50+). Пишите заявление о разблокировке карты… 
-Написал. Когда карта будет разблокирована?
— В первый банковский день 10.03.20
Наступает 10.03.20… Вечер. Захожу в MyAlfabank пробую проводить операции с картой — карта по прежнему заблокирована. Звонок на линию поддержки (4 раз) — и снова на какой-то из множества вопросов неверный ответ.И снова меня посылают в отделение или перезвонить через 24 часа… На сегодня проблема не решена… 11 дней бездействия!!! 

И за такое обслуживание карты берут 100 грн в мес. Уважаемый #Альфабанк, каким образом решить эту проблему если контактцентр посылает в отделение, а отделение в контактцентр?
",Negative
